Area,Item / ID,Live binding / source,Implementation,Art,Remaining work / evidence
"Active perk","Forest's Favor (new-horizons:sylvanLuck.forestSFavor)","NH_perk_forests_favor; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_forests_favor.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Serendipity (new-horizons:sylvanLuck.serendipity)","NH_perk_serendipity; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_serendipity.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Lucky Recovery (new-horizons:sylvanLuck.luckyRecovery)","NH_perk_lucky_recovery; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_lucky_recovery.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Shared Fortune (new-horizons:sylvanLuck.sharedFortune)","NH_perk_shared_fortune; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_shared_fortune.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Nature's Providence (new-horizons:sylvanLuck.natureSProvidence)","NH_perk_natures_providence; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_natures_providence.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Fortunate Aim (new-horizons:sylvanLuck.fortunateAim)","NH_perk_fortunate_aim; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_fortunate_aim.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Wild Chance (new-horizons:sylvanLuck.wildChance)","NH_perk_wild_chance; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_wild_chance.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Perfect Moment (new-horizons:sylvanLuck.perfectMoment)","NH_perk_perfect_moment; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_perfect_moment.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Cascading Fortune (new-horizons:sylvanLuck.cascadingFortune)","NH_perk_cascading_fortune; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_cascading_fortune.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Spell Sequencing (new-horizons:metamagic.spellSequencing)","NH_perk_spell_sequencing; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_spell_sequencing.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Arcane Economy (new-horizons:metamagic.arcaneEconomy)","NH_perk_arcane_economy; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_arcane_economy.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Focused Pairing (new-horizons:metamagic.focusedPairing)","NH_perk_focused_pairing; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_focused_pairing.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Countersequence (new-horizons:metamagic.countersequence)","NH_perk_countersequence; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_countersequence.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Echoed Duration (new-horizons:metamagic.echoedDuration)","NH_perk_echoed_duration; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_echoed_duration.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Split Focus (new-horizons:metamagic.splitFocus)","NH_perk_split_focus; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_split_focus.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Formula Reserve (new-horizons:metamagic.formulaReserve)","NH_perk_formula_reserve; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_formula_reserve.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Spell Echo (new-horizons:metamagic.spellEcho)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Grand Metamagic (new-horizons:metamagic.grandMetamagic)","NH_perk_grand_metamagic; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_grand_metamagic.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Perfect Sequence (new-horizons:metamagic.perfectSequence)","NH_perk_perfect_sequence; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_perfect_sequence.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Swift Gate (new-horizons:demonicGating.swiftGate)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Wide Gate (new-horizons:demonicGating.wideGate)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Hellfire Arrival (new-horizons:demonicGating.hellfireArrival)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Reinforced Gate (new-horizons:demonicGating.reinforcedGate)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Mobile Gate (new-horizons:demonicGating.mobileGate)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Infernal Beacon (new-horizons:demonicGating.infernalBeacon)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Chain Gate (new-horizons:demonicGating.chainGate)","NH_perk_chain_gate; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_chain_gate.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Reserve Discipline (new-horizons:demonicGating.reserveDiscipline)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Endless Legion (new-horizons:demonicGating.endlessLegion)","NH_perk_neutral; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_neutral.json","Provisional","Not done","Runtime currently resolves to the generic neutral icon; author/bind a role-specific icon and its four states."
"Active perk","Bone Collector (new-horizons:necromancy.boneCollector)","NH_perk_bone_collector; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_bone_collector.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Dark Conversion (new-horizons:necromancy.darkConversion)","NH_perk_dark_conversion; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_dark_conversion.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","Black Harvest (new-horizons:necromancy.blackHarvest)","NH_perk_black_harvest; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_black_harvest.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Active perk","War Drums (new-horizons:bloodrage.warDrums)","NH_perk_war_drums; client/windows/NewHorizonsPerkIcons.h; four-state descriptor NH_perk_war_drums.json","Provisional","Provisional","Distinct icon family is bound; user-final visual approval and in-game choice/hero-screen review are not recorded."
"Spell","core:airElemental","New Horizons school assignment: new-horizons:nature|new-horizons:havoc; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:airShield","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:animateDead","New Horizons school assignment: new-horizons:shadow; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:antiMagic","New Horizons school assignment: new-horizons:sorcery; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:armageddon","New Horizons school assignment: new-horizons:havoc; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:berserk","New Horizons school assignment: new-horizons:chaos; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:bless","New Horizons school assignment: new-horizons:light; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:blind","New Horizons school assignment: new-horizons:shadow|new-horizons:chaos; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:bloodlust","New Horizons school assignment: new-horizons:chaos; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","core:chainLightning","New Horizons school assignment: new-horizons:havoc; retains matching core spell-specific graphics via original config and CSpell::registerIcons","Provisional","Final","Suitable original spell identity/art is reused under the user-authorized policy; spellbook/school layout has no current GUI acceptance record."
"Spell","new-horizons:masterChainLightning","school=new-horizons:havoc; iconBook=SPELLS.def:0:19; iconScroll=SPELLSCR.def:0:19; iconEffect=SPELLINT.def:0:16; iconImmune=SPELLINT.def:0:16; iconScenarioBonus=SPELLBON.def:0:19; Mods/new-horizons/Content/config/spells/newHorizons.json","Provisional","Provisional","A matching classic-adjacent spell frame is present (Chain Lightning 19 or Remove Obstacle 64); obtain visual approval and review all spell-role slots."
"Spell","new-horizons:counterspell","school=new-horizons:sorcery; iconBook=SPELLS.def:0:15; iconScroll=SPELLSCR.def:0:15; iconEffect=SPELLINT.def:0:16; iconImmune=SPELLINT.def:0:16; iconScenarioBonus=SPELLBON.def:0:15; Mods/new-horizons/Content/config/spells/newHorizons.json","Provisional","Not done","Book/scroll/bonus art currently uses frame 15, verified as Magic Arrow. Replace with role-appropriate original art and review the other spell graphics slots."
